Date,Promo,Temperature,Sales,Month,IsWeekend,DayOfYear,IsHoliday,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,Weather_Rainy,Weather_Snowy,Weather_Sunny,Season_Spring,Season_Summer,Season_Winter
2023-10-18,1,10.5,276,10,False,291,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-10-19,0,8.7,144,10,False,292,False,False,False,False,True,False,False,False,True,False,False,False,False
2023-10-20,0,20.8,175,10,False,293,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-10-21,0,14.0,279,10,True,294,False,False,True,False,False,False,False,False,False,True,False,False,False
2023-10-22,0,11.6,262,10,True,295,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-10-23,1,17.5,298,10,False,296,False,True,False,False,False,False,False,False,False,True,False,False,False
2023-10-24,0,18.5,177,10,False,297,False,False,False,False,False,True,False,False,False,True,False,False,False
2023-10-25,0,15.1,212,10,False,298,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-10-26,0,17.5,151,10,False,299,False,False,False,False,True,False,False,False,True,False,False,False,False
2023-10-27,0,17.5,158,10,False,300,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-10-28,0,16.4,289,10,True,301,False,False,True,False,False,False,False,False,False,True,False,False,False
2023-10-29,0,10.4,278,10,True,302,False,False,False,True,False,False,False,False,False,True,False,False,False
2023-10-30,1,17.3,279,10,False,303,False,True,False,False,False,False,False,False,False,False,False,False,False
2023-10-31,0,9.8,163,10,False,304,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-11-01,1,9.7,233,11,False,305,False,False,False,False,False,False,True,False,True,False,False,False,False
2023-11-02,0,9.9,201,11,False,306,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-11-03,1,5.0,232,11,False,307,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-11-04,1,0.9,333,11,True,308,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-11-05,0,9.1,259,11,True,309,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-11-06,0,12.9,134,11,False,310,False,True,False,False,False,False,False,True,False,False,False,False,False
2023-11-07,0,17.5,220,11,False,311,False,False,False,False,False,True,False,False,False,True,False,False,False
2023-11-08,0,16.3,202,11,False,312,False,False,False,False,False,False,True,False,False,True,False,False,False
2023-11-09,0,16.5,225,11,False,313,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-11-10,0,14.1,128,11,False,314,True,False,False,False,False,False,False,False,True,False,False,False,False
2023-11-11,0,17.9,271,11,True,315,False,False,True,False,False,False,False,False,False,True,False,False,False
2023-11-12,0,12.4,260,11,True,316,False,False,False,True,False,False,False,False,False,True,False,False,False
2023-11-13,1,8.1,239,11,False,317,False,True,False,False,False,False,False,True,False,False,False,False,False
2023-11-14,1,15.5,227,11,False,318,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-11-15,0,16.3,207,11,False,319,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-11-16,1,9.4,312,11,False,320,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-11-17,1,9.0,314,11,False,321,False,False,False,False,False,False,False,False,False,True,False,False,False
2023-11-18,0,2.8,266,11,True,322,False,False,True,False,False,False,False,False,False,True,False,False,False
2023-11-19,0,15.2,196,11,True,323,False,False,False,True,False,False,False,True,False,False,False,False,False
2023-11-20,1,15.7,291,11,False,324,False,True,False,False,False,False,False,False,False,False,False,False,False
2023-11-21,0,7.1,223,11,False,325,False,False,False,False,False,True,False,False,False,True,False,False,False
2023-11-22,1,12.1,329,11,False,326,False,False,False,False,False,False,True,False,False,True,False,False,False
2023-11-23,0,19.6,220,11,False,327,True,False,False,False,True,False,False,False,False,True,False,False,False
2023-11-24,1,11.5,293,11,False,328,False,False,False,False,False,False,False,False,False,True,False,False,False
2023-11-25,0,17.6,281,11,True,329,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-11-26,0,16.9,268,11,True,330,False,False,False,True,False,False,False,False,False,True,False,False,False
2023-11-27,1,13.7,340,11,False,331,False,True,False,False,False,False,False,False,False,True,False,False,False
2023-11-28,0,4.2,250,11,False,332,False,False,False,False,False,True,False,False,False,True,False,False,False
2023-11-29,0,15.4,188,11,False,333,False,False,False,False,False,False,True,False,False,True,False,False,False
2023-11-30,0,14.7,170,11,False,334,False,False,False,False,True,False,False,True,False,False,False,False,False
2023-12-01,1,14.0,280,12,False,335,False,False,False,False,False,False,False,False,False,True,False,False,True
2023-12-02,0,7.4,262,12,True,336,False,False,True,False,False,False,False,False,False,False,False,False,True
2023-12-03,0,2.6,291,12,True,337,False,False,False,True,False,False,False,False,False,False,False,False,True
2023-12-04,0,3.8,246,12,False,338,False,True,False,False,False,False,False,False,False,True,False,False,True
2023-12-05,0,-4.3,160,12,False,339,False,False,False,False,False,True,False,False,False,False,False,False,True
2023-12-06,0,9.5,233,12,False,340,False,False,False,False,False,False,True,False,False,True,False,False,True
2023-12-07,1,14.9,232,12,False,341,False,False,False,False,True,False,False,True,False,False,False,False,True
2023-12-08,1,-1.7,250,12,False,342,False,False,False,False,False,False,False,False,True,False,False,False,True
2023-12-09,0,-1.3,217,12,True,343,False,False,True,False,False,False,False,False,False,True,False,False,True
2023-12-10,1,6.0,353,12,True,344,False,False,False,True,False,False,False,False,False,False,False,False,True
2023-12-11,0,-3.9,206,12,False,345,False,True,False,False,False,False,False,False,False,False,False,False,True
2023-12-12,0,2.6,148,12,False,346,False,False,False,False,False,True,False,True,False,False,False,False,True
2023-12-13,0,8.4,185,12,False,347,False,False,False,False,False,False,True,False,False,True,False,False,True
2023-12-14,0,1.6,194,12,False,348,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-12-15,1,2.0,221,12,False,349,False,False,False,False,False,False,False,False,True,False,False,False,True
2023-12-16,1,1.0,319,12,True,350,False,False,True,False,False,False,False,False,False,True,False,False,True
2023-12-17,0,3.1,262,12,True,351,False,False,False,True,False,False,False,False,False,False,False,False,True
2023-12-18,1,4.1,289,12,False,352,False,True,False,False,False,False,False,False,False,False,False,False,True
2023-12-19,1,9.2,288,12,False,353,False,False,False,False,False,True,False,False,False,False,False,False,True
2023-12-20,1,8.9,242,12,False,354,False,False,False,False,False,False,True,True,False,False,False,False,True
2023-12-21,1,3.5,297,12,False,355,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-12-22,0,7.9,148,12,False,356,False,False,False,False,False,False,False,False,True,False,False,False,True
2023-12-23,0,-5.8,263,12,True,357,False,False,True,False,False,False,False,False,False,False,False,False,True
2023-12-24,0,3.0,255,12,True,358,False,False,False,True,False,False,False,False,False,False,False,False,True
2023-12-25,1,3.2,279,12,False,359,True,True,False,False,False,False,False,False,False,True,False,False,True
2023-12-26,0,-1.8,185,12,False,360,False,False,False,False,False,True,False,False,False,True,False,False,True
2023-12-27,0,4.2,242,12,False,361,False,False,False,False,False,False,True,False,False,True,False,False,True
2023-12-28,0,12.2,150,12,False,362,False,False,False,False,True,False,False,True,False,False,False,False,True
2023-12-29,0,5.2,157,12,False,363,False,False,False,False,False,False,False,False,True,False,False,False,True
2023-12-30,0,10.2,241,12,True,364,False,False,True,False,False,False,False,False,False,True,False,False,True
2023-12-31,0,6.0,259,12,True,365,False,False,False,True,False,False,False,False,False,True,False,False,True
